id,Frase,coref id,
,",\Z",,
1648,Fitch\NNP,,
,mengerti\VB bahwa\SC,,
1649,Panin\NNP,,
,berniat\VB untuk\SC mempertahankan\VB,,
1650,rasio\NN kecukupan\NN modal\NN,,
1651,CAR\FW,,
1652,20\CD persen\CD atau\CC lebih\RB,,
,untuk\IN,,
1653,beberapa\CD tahun\NN ke_depan\RB,,
,.\Z,,
1654,Panin\NNP,,
,didirikan\VB pada\IN,,
1655,tahun\NN 1971\CD,,
,oleh\IN,,
1656,keluarga\NN Gunawan\NNP,,
,yang\SC masih\MD memegang\VB,,
1657,kontrol\NN,,
,terhadap\IN,,
1658,bank\NN,,
,sampai\IN,,
1659,saat\NN ini\PR,,
,melalui\IN,,
1660,PT\NNP Panin\NNP Life\NNP Tbk\NNP,,
,yang\SC menguasai\VB,,
1661,"45,1\CD persen\CD saham\NN",,
,.\Z,,
1662,ANZ\NNP,,
,sebagai\IN,,
1663,pemegang_saham\NN minoritas\NN,,
,membeli\VB,,
1664,"29,02\CD persen\CD saham\NN",,
,di\IN,,
1665,tahun\NN 1999\CD,,
,dan\CC sampai\IN,,
1666,saat\NN ini\PR,,
,terus\RB memberikan\VB,,
1667,bantuan_teknis\NN,,
,di\IN bidang\NN,,
1668,perbankan\NN konsumsi\NN,,
,",\Z",,
1669,manajemen_risiko\NN,,
,",\Z dan\CC",,
1670,teknologi\NN informasi\NN,,
,.\Z,,
,Seperti\IN,,
1671,bank-bank\NN sekelas\NN,,
,"yang\SC besar\JJ ,\Z",,
1672,Panin\NNP,,
,juga\RB mengubah\VB fokus\NN pembiayaan\NN,,
1673,nya\PRP,,
,ke\IN segmen\NN,,
1674,konsumer\NN,,
,dan\CC,,
1675,UKM\NN,,
1676,usaha\NN kecil\JJ dan\CC menengah\JJ,,
1677,64\CD persen\CD,,
,dari\IN,,
1678,portofolio\NN kredit\NN,,
,di\IN,,
1679,akhir\NN tahun\NN 2006\CD,,
,.\Z,,
1680,Direktur\NNP Utama\NNP PT\NNP Bank\NNP Mandiri\NNP,,
1681,Agus\NNP D.W.\NNP Martowardojo\NNP,,
1682,Bank\NNP Mandiri\NNP,,
,berencana\VB akan\MD mengakuisisi\VB perusahaan\NN,,
1683,multifinance\FW,,
,dan\CC,,
1684,bank\NN,,
,dengan\IN,,
1685,aset\NN minimum\NN tertentu\JJ,,
,.\Z,,
,Dalam\IN,,
1686,revisi\NN rencana\NN bisnis\NN,,
1687,kami\PRP,,
1688,rencana\NN akuisisi\NN,,
1689,perusahaan\NN '\Z multifinance\FW '\Z,,
1690,suatu\CD bank\NN,,
,dengan\IN,,
1691,aset\NN minimum\NN tertentu\JJ,,
,",\Z kata\VB",,
1692,nya\PRP,,
,ketika\SC ditemui\VB setelah\SC,,
1693,Rapat\NN Koordinasi\NN BUMN\NN,,
,yang\SC juga\RB dihadiri\VB oleh\IN,,
1694,Menteri\NNP Negara\NNP BUMN\NNP,,
,",\Z",,
1695,Sugiharto\NNP,,
,",\Z di\IN",,
1696,Jakarta\NNP,,
,",\Z",,
1697,Kamis\NNP,,
,.\Z,,
1698,Ia\PRP,,
,mengatakan\VB dengan\IN kondisi\NN kredit\NN bermasalah\VB NPL\FW yang\SC telah\MD mencapai\VB,,
1699,di_bawah\VB 5\CD persen\CD,,
,di\IN,,
1700,semester\NN kedua\OD,,
,",\Z maka\SC",,
1701,pertumbuhan\NN,,
,akan\MD mencapai\VB,,
1702,18\CD persen\CD,,
,dan\CC pada\IN,,
1703,bulan\NN Juli\NNP,,
,mendatang\VB .\Z,,
,"Sehingga\SC ,\Z kata\VB",,
1704,nya\PRP,,
,",\Z akan\MD dilakukan\VB",,
1705,revisi\NN rencana\NN bisnis\NN,,
,untuk\SC mempercepat\VB perkembangan\NN,,
1706,Bank\NNP Mandiri\NNP,,
,.\Z,,
1707,Agus\NNP,,
,mengatakan\VB,,
1708,saat\NN ini\PR,,
,NPL\FW,,
1709,bank\NNP Mandiri\NNP,,
,yaitu\SC,,
1710,"4,7\CD persen\CD",,
,",\Z dengan\IN NPL\FW yang\SC",,
1711,kurang\RB dari\IN 5\CD persen\CD,,
,"tersebut\PR ,\Z",,
1712,bank\NNP Mandiri\NNP,,
,siap\VB untuk\SC mengembangkan\VB,,
1713,bisnis\NN,,
,dan\CC melakukan\VB,,
1714,merger\NN maupun\CC akuisisi\NN,,
,.\Z,,
1715,Bank\NNP Mandiri\NNP,,
,punya\VB,,
1716,5\CD strategi\NN bisnis\NN,,
,dan\CC berusaha\VB mencapai\VB pangsa_pasar\NN,,
1717,20\CD persen\CD hingga\IN 30\CD persen\CD,,
,dari\IN,,
1718,'\Z revenue\FW pool\FW '\Z,,
,di\IN,,
1719,masing-masing\CD segmen\NN,,
,",\Z kata\VB",,
1720,nya\PRP,,
,.\Z,,
,Meski\SC telah\MD merencanakan\VB untuk\IN,,
1721,merger\NN,,
,dan\CC mengakuisisi\VB perusahaan\NN,,
1722,multifinance\FW,,
,",\Z",,
1723,Agus\NNP,,
,enggan\RB mengemukakan\VB lebih\RB lanjut\JJ perihal\IN rencana\NN,,
1724,nya\PRP,,
,tersebut\PR .\Z,,
1725,Kita\PRP,,
,"tunggu\VB saja\RB ,\Z kata\VB",,
1726,nya\PRP,,
,.\Z,,
,Sementara\SC,,
1727,itu\PR,,
,",\Z menurut\IN",,
1728,Menteri\NNP Negara\NNP BUMN\NNP,,
,",\Z",,
1729,Sugiharto\NNP,,
,",\Z",,
1730,Bank\NNP Mandiri\NNP,,
,adalah\VB bank\NN yang\SC berhasil\VB menurunkan\VB NPL\FW,,
1731,nya\PRP,,
,dari\IN,,
1732,"16,17\CD persen\CD",,
,atau\CC,,
1733,"Rp\SYM 16,2\CD triliun\CD",,
,pada\IN,,
1734,2005\CD,,
,menjadi\VB,,
1735,"6,06\CD persen\CD",,
,atau\CC,,
1736,"sebesar\JJ Rp\SYM 6,6\CD triliun\CD",,
,pada\IN,,
1737,tahun\NN 2006\CD,,
,.\Z,,
,Pada\IN,,
1738,2006\CD,,
,",\Z",,
1739,Bank\NNP Mandiri\NNP,,
,berhasil\VB memperoleh\VB penghargaan\NN,,
1740,The\NNP Best\NNP Overall\NNP for\NNP Corporate\NNP Governance\NNP Award\NNP,,
,dan\CC,,
1741,The\NNP Best\NNP Disclosure\NNP and\NNP Transparency\NNP,,
,dari\IN,,
1742,Asia\NNP Money\NNP,,
,.\Z,,
1743,Meneg\NNP Perencanaan\NNP Pembangunan\NNP Nasional\NNP,,
,/\Z,,
1744,Kepala\NNP Bappenas\NNP,,
,",\Z",,
1745,Paskah\NNP Suzetta\NNP,,
,direncanakan\VB mengadakan\VB,,
1746,sejumlah\CD pertemuan\NN,,
,",\Z di\IN antara\NN",,
1747,nya\PRP,,
,dengan\IN,,
1748,Presiden\NNP Bank\NNP Dunia\NNP,,
,",\Z",,
1749,Paul\NNP Wolfowitz\NNP,,
,dalam\IN,,
1750,Spring\NNP Meeting\NNP,,
1751,Dana\NNP Moneter\NNP Internasional\NNP,,
1752,Bank\NNP Dunia\NNP,,
1753,IMF\NNP /\Z WB\NNP,,
1754,pekan\NN ini\PR,,
,di\IN,,
1755,Washington\NNP AS\NNP,,
,.\Z,,
,Salah_satu\CD,,
1756,nya\PRP,,
1757,Pak\NN Menteri\NN,,
1758,Paul\NNP Wolfowitz\NNP,,
,",\Z tentu\RB saja\RB ditemani\VB oleh\IN",,
1759,James\NNP Adams\NNP,,
,",\Z",,
1760,Vice\NNP President\NNP,,
1761,Bank\NNP Dunia\NNP,,
1762,Asia\NNP Pasifik\NNP,,
,",\Z kata\VB",,
1763,Sekretaris\NNP Utama\NNP Bappenas\NNP,,
,",\Z",,
1764,Syahrial\NNP Loetan\NNP,,
,di\IN,,
1765,Jakarta\NNP,,
,",\Z",,
1766,Jumat\NNP,,
,.\Z,,
1767,Dia\PRP,,
,menjelaskan\VB dalam\IN,,
1768,pertemuan\NN itu\PR,,
,",\Z",,
1769,Meneg\NN PPN\NN,,
,akan\MD menyampaikan\VB,,
1770,kondisi\NN terakhir\JJ,,
,di\IN,,
1771,Indonesia\NNP,,
,yang\SC mengalami\VB,,
1772,banyak\CD bencana\NN,,
,pada\IN,,
1773,awal\NN tahun\NN 2007\CD,,
,sehingga\SC akan\MD ada\VB,,
1774,kenaikan\NN defisit\NN,,
,dan\CC kemungkinan\MD meminta\VB,,
1775,bantuan\NN pinjaman\NN,,
,berbunga\VB rendah\JJ kepada\IN,,
1776,Bank\NNP Dunia\NNP,,
,.\Z,,
1777,Pak\NNP Adams\NNP,,
1778,kemarin\NN,,
1779,dia\PRP,,
,akan\MD membantu\VB,,
1780,Indonesia\NNP,,
,yang\SC ingin\RB meminta\VB,,
1781,IDA\FW,,
1782,International\FW Development\FW Assistance\FW,,
1783,red\NN,,
,"yang\SC berbunga\VB rendah\JJ ,\Z tapi\CC",,
1784,kita\PRP,,
,tahu\VB,,
1785,diri\NN,,
,juga\RB .\Z,,
1786,Kita\PRP,,
,kan\RP sudah\MD masuk\VB,,
1787,'\Z middle\FW income\FW countries\FW,,
,",\Z jadi\SC jangan-jangan\RB susah\JJ .\Z",,
,"Namun\CC ,\Z",,
1788,dia\PRP,,
,menambahkan\VB kemungkinan\NN mengajukan\VB pinjaman\NN berbunga\VB rendah\JJ ke\IN,,
1789,Bank\NNP Dunia\NNP,,
,hanya\RB sebagai\IN,,
1790,tindakan\NN antisipasi\NN,,
,.\Z,,
1791,Bunga\NN pinjaman\NN,,
1792,IDA\FW,,
1793,hanya\RB sekitar\IN -\Z 2\CD persen\CD,,
,per\IN,,
1794,tahun\NN,,
,.\Z,,
1795,Kita\PRP,,
,pengen\X menunjukkan\VB kayak-kayaknya\X nih\UH kalau\SC,,
1796,besok\NN,,
,"susah\JJ ,\Z",,
1797,kita\PRP,,
,mau\MD minjam\VB ke\IN,,
1798,Bank\NNP Dunia\NNP,,
,",\Z tutur\VB",,
1799,nya\PRP,,
,.\Z,,
,Kehadiran\NN,,
1800,Meneg\NN PPN\NN,,
,/\Z,,
1801,Kepala\NN Bappenas\NN,,
1802,sendiri\NN,,
1803,IMF\NNP /\Z WB\NNP,,
,itu\PR sebagai\IN,,
1804,Alternate\FW Governor\FW,,
1805,Bank\NNP Dunia\NNP,,
1806,Indonesia\NNP,,
,",\Z sedangkan\CC",,
1807,Governor\FW,,
1808,Bank\NNP Dunia\NNP,,
1809,Indonesia\NNP,,
,adalah\VB,,
1810,Menkeu\NNP Sri\NNP Mulyani\NNP Indrawati\NNP,,
,.\Z,,
1811,Jepang\NNP,,
,menghibahkan\VB,,
1812,1\CD juta\CD dolar\NN AS\NNP,,
,yang\SC berasal\VB dari\IN,,
1813,Policy\FW and\FW Human\FW Resource\FW Development\FW,,
1814,PHRD\FW,,
1815,Trust\FW Fund\FW,,
,",\Z untuk\SC mendukung\VB penguatan\NN",,
1816,sistem\NN administrasi\NN perpajakan\NN,,
,dan\CC,,
1817,perbaikan\NN pelayanan\NN,,
,.\Z,,
1818,Sistem\NN administrasi\NN perpajakan\NN,,
,adalah\VB,,
1819,faktor\NN kunci\NN,,
,dalam\IN upaya\NN memperbaiki\VB,,
1820,iklim\NN investasi\NN,,
,dan\CC memobilisasi\VB,,
1821,pendanaan\NN,,
,untuk\IN,,
1822,pembangunan\NN,,
,.\Z,,
1823,Jepang\NNP,,
,tetap\RB berkomitmen\VB untuk\SC membantu\VB,,
1824,pemerintah\NNP Indonesia\NNP,,
,memperbaiki\VB sistem\NN pajak\NN,,
1825,mereka\PRP,,
,",\Z kata\VB",,
1826,Ken\NNP Okinawa\NNP,,
,",\Z pejabat\NN",,
1827,Kedutaan\NNP Besar\NNP Jepang\NNP,,
,di\IN,,
1828,Jakarta\NNP,,
,dalam\IN siaran_pers\NN,,
1829,Bank\NNP Dunia\NNP,,
,yang\SC diterima\VB,,
1830,ANTARA\NNP,,
,",\Z",,
1831,Jumat\NNP,,
,.\Z,,
,Sedangkan\CC,,
1832,Dirjen\NNP Pajak\NNP Depkeu\NNP,,
,",\Z",,
1833,Darmin\NNP Nasution\NNP,,
,mengatakan\VB pihak\NN,,
1834,nya\PRP,,
,menyambut\VB baik\JJ,,
1835,dukungan\NN masyarakat\NN internasional\JJ,,
,terhadap\IN,,
1836,reformasi\NN perpajakan\NN,,
,yang\SC tengah\MD dilakukan\VB pihak\NN,,
1837,nya\PRP,,
,.\Z,,
1838,Hibah\NN,,
,dari\IN,,
1839,Jepang\NNP,,
,akan\MD digunakan\VB untuk\SC membiayai\VB,,
1840,sebuah\NND kajian\NN,,
,atas\IN praktik\NN,,
1841,kami\PRP,,
,selama\IN,,
1842,ini\PR,,
,dan\CC membuat\VB,,
1843,sebuah\NND rencana\NN reformasi\NN,,
,yang\SC komprehensif\JJ dalam\IN bidang\NN,,
1844,proses\NN bisnis\NN,,
,",\Z",,
1845,IT\FW,,
,dan\CC,,
1846,pengembangan\NN sumber_daya\NN,,
,",\Z kata\VB",,
1847,Darmin\NNP,,
,.\Z,,
1848,Saat\NN ini\PR,,
,",\Z",,
1849,Jepang\NNP,,
,tengah\MD berkolaborasi\VB dengan\IN,,
1850,Bank\NNP Dunia\NNP,,
,membantu\VB,,
1851,Ditjen\NNP Pajak\NNP,,
,dalam\IN modernisasi\NN rencana\NN untuk\SC mendukung\VB reformasi\NN,,
1852,lembaga\NN dan\CC organisasi\NN,,
,",\Z kemampuan\NN",,
1853,IT\FW,,
,",\Z dan\CC",,
1854,manajemen\NN sumber_daya_manusia\NN,,
,.\Z,,
1855,Pejabat\NN sementara\RB,,
1856,Country\FW Director\FW,,
1857,Bank\NNP Dunia\NNP,,
,untuk\IN,,
1858,Indonesia\NNP,,
,",\Z",,
1859,Joel\NNP Hellman\NNP,,
,menganggap\VB bahwa\SC,,
1860,pemerintah\NNP Indonesia\NNP,,
,telah\MD melakukan\VB,,
1861,awalan\NN yang\SC sangat\RB baik\JJ,,
,dalam\IN,,
1862,agenda\NN reformasi\NN pajak\NN,,
,.\Z,,
1863,Pemerintah\NN,,
,akan\MD terus\RB menjaga\VB,,
1864,ketahanan\NN fiskal\JJ,,
,Indonesia\NNP atas\IN kemungkinan\NN terjadinya\NN,,
1865,over\FW exposure\FW,,
1866,paparan\NN berlebihan\JJ,,
1867,ekonomi\NN Indonesia\NNP,,
,dari\IN,,
1868,pihak\NN luar\NN,,
,dengan\SC,,
1869,cara\NN,,
,terus\RB memonitor\VB,,
1870,seluruh\CD pinjaman\NN luar_negeri\NN,,
,mengingat\IN banyak\CD,,
1871,nya\PRP,,
,perusahaan_swasta\NN yang\SC,,
1872,kini\NN,,
,sedang\MD melirik\VB,,
1873,pembiayaan\NN luar_negeri\NN,,
,.\Z,,
1874,Ini\PR,,
,akan\MD mempengaruhi\VB neraca_pembayaran\NN,,
1875,kita\PRP,,
,.\Z,,
,Karena\SC,,
1876,itu\PR,,
,perlu\MD,,
1877,kita\PRP,,
,"monitor\VB dengan\IN baik\JJ ,\Z kata\VB",,
1878,Gubernur\NNP BI\NNP,,
,",\Z",,
1879,Burhanuddin\NNP Abdullah\NNP,,
,usai\SC,,
1880,rapat\NN koordinasi\NN terbatas\JJ,,
1881,rakortas\NN,,
1882,exposure\FW,,
,ekonomi\NN Indonesia\NNP terhadap\IN,,
1883,luar_negeri\NN,,
,di\IN,,
1884,Gedung\NNP Depkeu\NNP Jakarta\NNP,,
,",\Z",,
1885,Senin\NNP,,
,.\Z,,
1886,Dia\PRP,,
,"mengatakan\VB ,\Z rakortas\NN yang\SC dihadiri\VB",,
1887,seluruh\CD,,
,pengambil\NN,,
1888,kebijakan\NN moneter\JJ dan\CC fiskal\JJ,,
,itu\PR belum\NEG menentukan\VB apakah\SC,,
1889,Tim\NN Koordinasi\NN,,
1890,Pinjaman\NN Komersial\JJ Luar_Negeri\NN,,
1891,PKLN\NN,,
,.\Z,,
1892,Pembahasan\NN tadi\PR,,
,masih\MD dalam\IN,,
1893,tahap\NN awal\NN,,
,.\Z,,
,Pertanyaan\NN,,
1894,nya\PRP,,
,apakah\SC,,
1895,kita\PRP,,
,masih\MD meneruskan\VB,,
1896,tim\NN itu\PR,,
,",\Z kata\VB",,
1897,Gubernur\NN,,
,.\Z,,
1898,Burhanuddin\NNP,,
,menegaskan\VB,,
1899,rakortas\NN,,
,sama_sekali\RB tidak\NEG dibahas\VB,,
1900,adanya\NN pembatasan\NN pinjaman\NN,,
,"yang\SC dilakukan\VB oleh\IN swasta\JJ ,\Z termasuk\VB",,
1901,BUMN\NN,,
,.\Z,,
,Menurut\IN,,
1902,data\NN BI\NNP,,
,",\Z outstanding\FW",,
1903,pinjaman\NN LN\NN,,
,"Indonesia\NNP ,\Z termasuk\VB",,
1904,pemerintah\NN,,
,"dan\CC swasta\JJ ,\Z pada\IN",,
1905,tahun\NN 2006\CD,,
,berada\VB pada\IN,,
1906,trend\FW,,
,yang\SC menurun\VB hingga\SC mencapai\VB,,
1907,"125,257\CD miliar\CD dolar\NN AS\NNP",,
,per\IN,,
1908,Desember\NNP 2006\CD,,
,.\Z,,
,Sedangkan\CC outstanding\FW,,
1909,pinjaman\NN LN\NN,,
,pada\IN,,
1910,akhir\NN triwulan\NN I\OD /\Z 2006\CD,,
,mencapai\VB,,
1911,"134,627\CD miliar\CD dolar\NN AS\NNP",,
,",\Z turun\VB menjadi\VB",,
1912,"129,934\CD miliar\CD dolar\NN AS\NNP",,
,pada\IN,,
1913,akhir\NN triwulan\NN II\OD /\Z 2006\CD,,
,",\Z dan\CC menjadi\VB",,
1914,"127,528\CD miliar\CD dolar\NN AS\NNP",,
,pada\IN,,
1915,akhir\NN triwulan\NN III\OD /\Z 2006\CD,,
,.\Z,,
1916,PT\NNP Astra\NNP Otoparts\NNP Tbk\NNP,,
,menjual\VB kepemilikan\NN saham\NN,,
1917,nya\PRP,,
,di\IN,,
1918,PT\NNP Exedy\NNP Indonesia\NNP,,
1919,sebanyak\CD 7.072\CD saham\NN,,
1920,harga\NN,,
1921,Rp\SYM 1.835.000\CD,,
1922,saham\NN,,
,atau\CC total\NN,,
1923,nya\PRP,,
1924,"senilai\NN Rp\SYM 12,977\CD miliar\CD",,
1925,Exedy\NNP Corporation\NNP,,
,yang\SC berkedudukan\VB di\IN,,
1926,Jepang\NNP,,
,.\Z,,
1927,Kami\PRP,,
,telah\MD menandatangani\VB,,
1928,perjanjian\NN pengikatan\NN,,
,untuk\IN penjualan\NN,,
1929,seluruh\CD saham\NN,,
,milik\NN,,
1930,PT\NNP Astra\NNP Otoparts\NNP,,
,di\IN,,
1931,PT\NNP Exedy\NNP Indonesia\NNP,,
,kepada\IN,,
1932,Exedy\NNP Corporation\NNP,,
,",\Z kata\VB",,
1933,Sekretaris\NNP Perusahaan\NNP Astra\NNP Otoparts\NNP,,
,",\Z",,
1934,Kartina\NNP Rahayu\NNP,,
,di\IN,,
1935,Jakarta\NNP,,
,",\Z",,
1936,Senin\NNP,,
,.\Z,,
,Menurut\IN,,
1937,dia\PRP,,
,",\Z",,
1938,penjualan\NN saham\NN tersebut\PR,,
,akan\MD berlaku\VB efektif\JJ apabila\SC syarat-syarat\NN sebagaimana\SC termuat\VB dalam\IN,,
1939,perjanjian\NN pengikatan\NN jual_beli\NN saham\NN,,
,telah\MD terpenuhi\VB .\Z,,
1940,Dia\PRP,,
,mengatakan\VB,,
1941,transaksi\NN tersebut\PR,,
,tidak\NEG mengandung\VB,,
1942,unsur\NN benturan\NN kepentingan\NN,,
,dilihat\VB dari\IN sisi\NN,,
1943,direksi\NN,,
,",\Z",,
1944,komisaris\NN,,
,dan\CC,,
1945,pemegang_saham\NN utama\JJ,,
,.\Z,,
,Lagi_pula\CC nilai\NN,,
1946,nya\PRP,,
1947,tidak\NEG cukup\JJ material\NN,,
1948,kurang\RB 10\CD persen\CD,,
,dari\IN,,
1949,pendapatan\NN,,
,dan\CC,,
1950,20\CD persen\CD,,
,dari\IN,,
1951,ekuitas\NN,,
,",\Z tambah\VB",,
1952,nya\PRP,,
,.\Z,,
1953,Menkeu\NNP Sri\NNP Mulyani\NNP Indrawati\NNP,,
,membebaskan\VB,,
1954,tarif\NN akhir\NN,,
1955,bea_masuk\NN,,
1956,BM\NN,,
,atas\IN,,
1957,impor\NN bahan_baku\NN,,
,untuk\IN,,
1958,pembuatan\NN komponen\NN kendaraan_bermotor\NN,,
,oleh\IN,,
1959,industri\NN komponen\NN kendaraan_bermotor\NN,,
,.\Z,,
1960,Ketentuan\NN tersebut\PR,,
,diatur\VB dalam\IN,,
1961,Permenkeu\NNP No\NNP .\NNP 34\NNP /\NNP PMK.011\NNP /\NNP 2007\NNP,,
,tanggal\NN 3\CD April\NNP 2007\CD dan\CC mulai\MD berlaku\VB,,
1962,30\CD hari\NN,,
,setelah\SC ditetapkan\VB selama\IN,,
1963,satu\CD tahun\NN,,
,sejak\IN tanggal\NN berlaku\VB .\Z,,
1964,Dia\PRP,,
,"menambahkan\VB ,\Z",,
1965,permohonan\NN pembebasan\NN BM\NN,,
,harus\MD diajukan\VB kepada\IN,,
1966,Dirjen\NNP Bea\NNP Cukai\NNP Depkeu\NNP,,
,dengan\SC melampirkan\VB antara\IN lain\JJ NPWP\NN ;\Z,,
1967,surat_izin\NN usaha\NN,,
,dari\IN,,
1968,departemen\NN /\Z instansi\NN,,
,terkait\VB ;\Z daftar\NN,,
1969,jumlah\NN,,
,",\Z",,
1970,jenis\NN spesifikasi\NN,,
,dan\CC,,
1971,harga\NN barang\NN,,
,;\Z dan\CC,,
1972,keterangan\NN verifikasi\NN,,
,oleh\IN,,
1973,surveyor\FW,,
,yang\SC ditunjuk\VB,,
1974,pemerintah\NN,,
,.\Z,,
1975,Perusahaan\NN alat\NN berat\JJ,,
1976,PT\NNP United\NNP Tractors\NNP Tbk\NNP,,
1977,UNTR\NNP,,
,melalui\IN anak_perusahaan\NN yang\SC dimiliki\VB sepenuh\JJ,,
1978,nya\PRP,,
,oleh\IN,,
1979,perseroan\NN,,
,",\Z yaitu\SC",,
1980,PT\NNP Pamapersada\NNP Nusantara\NNP Pama\NNP,,
,membeli\VB,,
1981,99\CD persen\CD kepemilikan\NN saham\NN,,
1982,Dynamics\NNP Acres\NNP Sdn\NNP Bhd\NNP,,
1983,DASB\NNP,,
,pada\IN sebuah\NND,,
1984,perusahaan\NN pertambangan\NN batu_bara\NN,,
1985,PT\NNP Dasa\NNP Eka\NNP Jasatama\NNP,,
1986,DEJ\NNP,,
,dengan\IN,,
1987,nilai\NN maksimal\JJ,,
1988,"19,50\CD juta\CD dolar\NN AS\NNP",,
1989,Sebagian\CD,,
,dari\IN,,
1990,jumlah\NN nilai\NN transaksi\NN,,
,"tersebut\PR ,\Z yaitu\SC",,
1991,"sebesar\JJ 14,40\CD juta\CD dolar\NN AS\NNP",,
,akan\MD diberikan\VB,,
1992,terlebih\RB dahulu\NN,,
,dalam\IN bentuk\NN,,
1993,suatu\CD,,
1994,bank\FW guarantee\FW,,
1995,nya\PRP,,
,kepada\IN,,
1996,DASB\NNP,,
,akan\MD tunduk\VB pada\IN,,
1997,ketentuan\NN dan\CC persyaratan\NN,,
,yang\SC diatur\VB dalam\IN,,
1998,perjanjian\NN jual_beli\NN saham\NN,,
,",\Z kata\VB",,
1999,Wakil\NNP Presdir\NNP UNTR\NNP,,
,",\Z",,
2000,Djoko\NNP Pranoto\NNP,,
,",\Z dalam\IN laporan\NN",,
2001,nya\PRP,,
,kepada\IN,,
2002,Bursa\NNP Efek\NNP Surabaya\NNP,,
2003,BES\NNP,,
2004,Jakarta\NNP,,
,",\Z",,
2005,Jumat\NNP,,
,.\Z,,
,Menurut\IN,,
2006,nya\PRP,,
,",\Z transaksi\NN pembelian\NN",,
2007,saham\NN DEJ\NNP,,
,tunduk\VB pada\IN,,
2008,ketentuan-ketentuan\NN dan\CC persyaratan-persyaratan\NN,,
,dalam\IN,,
2009,Shares\NNP Sales\NNP Agreement\NNP,,
2010,SSA\NNP,,
2011,30\CD April\NNP 2007\CD,,
,lalu\VB oleh\IN,,
2012,para\DT pihak\NN,,
,dan\CC akan\MD efektif\JJ setelah\SC terpenuhinya\NN,,
2013,seluruh\CD,,
2014,syarat-syarat\NN tangguh\JJ,,
2015,conditions\FW precedent\FW,,
,sebagaimana\SC dipersyaratkan\VB dalam\IN,,
2016,SSA\NNP,,
,.\Z,,
,Apabila\SC,,
2017,syarat-syarat\NN tangguh\JJ,,
,dalam\IN,,
2018,SSA\NNP,,
,dapat\MD terpenuhi\VB dalam\IN,,
2019,jangka\NN waktu\NN,,
2020,9\CD bulan\NN,,
2021,nya\PRP,,
,",\Z kata\VB",,
2022,dia\PRP,,
,",\Z maka\SC",,
2023,Pama\NNP,,
,akan\MD memiliki\VB,,
2024,saham\NN DEJ\NNP,,
,dan\CC secara\IN tidak\NEG langsung\RB akan\MD turut\VB memiliki\VB,,
2025,seluruh\CD aset\NN,,
,yang\SC dimiliki\VB,,
2026,DEJ\NNP,,
,.\Z,,
,Sebagai\IN,,
2027,bagian\NN,,
,dari\IN,,
2028,kesepakatan\NN,,
,",\Z",,
2029,Pama\NNP,,
,akan\MD membantu\VB penyelesaian\NN,,
2030,kewajiban\NN DEJ\NNP,,
,kepada\IN,,
2031,pihak_ketiga\NN,,
,sampai\IN dengan\IN jumlah\NN,,
2032,11\CD juta\CD dolar\NN AS\NNP,,
,",\Z tambah\VB",,
2033,nya\PRP,,
,.\Z,,
,Dikatakan\VB,,
2034,nya\PRP,,
,",\Z",,
2035,penandatanganan\NN SSA\NNP ini\PR,,
,sekaligus\RB merupakan\VB,,
2036,bagian\NN,,
,dari\IN,,
2037,rencana\NN komprehensif\JJ,,
,Pama\NNP terkait\VB dengan\IN,,
2038,upaya\NN penyelesaian\NN,,
2039,piutang\NN DEJ\NNP,,
2040,Pama\NNP,,
,dan\CC akuisisi\NN sebelum\SC,,
2041,nya\PRP,,
,atas\IN,,
2042,konsesi-konsesi\NN tambang\NN,,
,",\Z perusahaan\NN",,
2043,pemegang\NN hak\NN penambangan\NN,,
,dan\CC,,
2044,perusahaan\NN pemasaran\NN batu_bara\NN,,
,.\Z,,
2045,Perusahaan\NN farmasi\NN,,
2046,PT\NNP Tempo\NNP Scan\NNP Pacific\NNP Tbk\NNP,,
2047,TSPC\NNP,,
,di\IN,,
2048,Jakarta\NNP,,
,",\Z",,
2049,Jumat\NNP,,
,",\Z menyatakan\VB perolehan\NN laba_bersih\NN",,
2050,nya\PRP,,
,dalam\IN,,
2051,tiga\CD bulan\NN,,
,pertama\OD yang\SC berakhir\VB,,
2052,Maret\NNP 2007\CD,,
,naik\VB,,
2053,"12,83\CD persen\CD",,
,menjadi\VB,,
2054,"Rp\SYM 106,93\CD miliar\CD",,
,dari\IN,,
2055,"Rp\SYM 94,77\CD miliar\CD",,
,pada\IN,,
2056,periode\NN sama\JJ,,
,tahun\NN lalu\VB .\Z,,
2057,Laporan\NN keuangan\NN,,
2058,konsolidasi\NN kuartalan\NN,,
2059,perseroan\NN,,
,memperlihatkan\VB,,
2060,pertumbuhan\NN laba_bersih\NN tersebut\PR,,
,didukung\VB oleh\IN penjualan\NN bersih\JJ,,
2061,nya\PRP,,
,yang\SC meningkat\VB dari\IN,,
2062,"Rp\SYM 638,29\CD miliar\CD",,
,pada\IN,,
2063,kuartal\NN pertama\OD 2006\CD,,
,menjadi\VB,,
2064,"Rp\SYM 732,94\CD miliar\CD",,
,pada\IN,,
2065,kuartal\NN pertama\OD 2007\CD,,
,.\Z,,
,Sementara\CC,,
2066,laba\NN usaha\NN perseroan\NN,,
,dalam\IN,,
2067,periode\NN tersebut\PR,,
,tampak\VB naik\VB tipis\JJ dari\IN semula\NN,,
2068,"Rp\SYM 117,27\CD miliar\CD",,
,menjadi\VB,,
